base-pre-processed
train_acc, 0.7688888907432556, 0.9377777576446533, 0.9911110997200012, 0.9983333349227905, 0.9994444251060486, 1.0, 1.0, 1.0, 1.0, 1.0
train_error, 0.477333128452301, 0.1890401989221573, 0.07082466781139374, 0.02665894478559494, 0.011715073138475418, 0.006694592535495758, 0.004232191015034914, 0.003007587045431137, 0.0022775637917220592, 0.0018152622506022453
val_acc, 0.8899999856948853, 0.8949999809265137, 0.8899999856948853, 0.8949999809265137, 0.8949999809265137, 0.8949999809265137, 0.8999999761581421, 0.8949999809265137, 0.8949999809265137, 0.8949999809265137
val_error, 0.3429965078830719, 0.27864596247673035, 0.2676856517791748, 0.2726172208786011, 0.2841707468032837, 0.2777634859085083, 0.28375542163848877, 0.2849394679069519, 0.28763917088508606, 0.2912203073501587

base-post-processed
train_acc, 0.7827777862548828, 0.9561111330986023, 0.9916666746139526, 0.995555579662323, 0.9977777600288391, 0.9994444251060486, 1.0, 1.0, 1.0, 1.0
train_error, 0.46333593130111694, 0.1591402292251587, 0.07043329626321793, 0.03452419862151146, 0.01728122867643833, 0.010816757567226887, 0.0067870477214455605, 0.004738406743854284, 0.0035482142120599747, 0.0027770509477704763
val_acc, 0.8450000286102295, 0.8600000143051147, 0.875, 0.8700000047683716, 0.875, 0.875, 0.875, 0.875, 0.8799999952316284, 0.8849999904632568
val_error, 0.3410472869873047, 0.2981174886226654, 0.2701888680458069, 0.2691204845905304, 0.2694561779499054, 0.27064305543899536, 0.27727973461151123, 0.2828037142753601, 0.28524208068847656, 0.29127129912376404

neurons=3, post-processed
